PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,MeanRR,MeanRG,MeanRB,StdDevRR,StdDevRG,StdDevRB,SkewRR,SkewRG,SkewRB,KurtosisRR,KurtosisRG,KurtosisRB,EntropyRR,EntropyRG,EntropyRB,ALLdaub4RR,ALLdaub4RG,ALLdaub4RB
1460.313,532.6481,372.7497,0.7143,445.0565,0.993,156657,0.7966,1.429,0.9167,0.8356,0.0034,0.0024,0.6982,0.9976,129.0173,122.4161,126.602,29.2429,25.8179,28.2153,-0.665,-0.252,-0.4096,3.3682,2.8233,2.7539,-26843707392.0,-23717097472,-25701896192,64.5115,61.2097,63.3051
2338.3799,826.2022,592.3029,0.6972,693.8615,0.9764,387284,0.7932,1.3949,0.869,0.8398,0.0022,0.0016,0.7053,0.9838,113.7454,107.6915,100.8056,30.6577,29.9427,27.3472,-0.1028,-0.0029,-0.0682,2.464,2.4238,2.6558,-50731708416.0,-45218377728,-38896005120,56.8718,53.8468,50.4042
2377.7141,953.837,504.36,0.8488,691.5123,0.9897,379477,0.6888,1.8912,0.8348,0.725,0.0025,0.0013,0.5256,0.994,94.7214,76.8947,85.4264,32.2774,29.9381,28.1948,0.0547,0.6221,0.7132,2.3179,3.1932,4.2625,-35391660032.0,-23251091456,-27960356864,47.3617,38.4523,42.717
1477.3669,565.0262,337.5208,0.802,435.0908,0.9868,150670,0.7216,1.674,0.856,0.77,0.0038,0.0023,0.593,0.9926,126.7722,116.5987,111.2925,29.0442,25.2677,26.9988,-0.8253,-0.5379,-0.2507,3.4986,3.0595,2.6528,-24711442432.0,-20416264192,-18694287360,63.3922,58.3059,55.6558
1839.9301,670.9352,455.55,0.7342,551.9297,0.9887,241982,0.7912,1.4728,0.8881,0.8226,0.0028,0.0019,0.6767,0.9967,123.3848,117.6199,114.9063,29.8257,23.692,24.8281,-1.0003,-0.6473,-0.5504,3.3784,2.8802,2.8941,-37722738688.0,-33228630016,-31799359488,61.6912,58.8128,57.4561
2386.5979,942.1682,521.4256,0.8329,700.139,0.9904,388735,0.6779,1.8069,0.8494,0.7431,0.0024,0.0014,0.5522,0.9978,54.8144,56.8093,62.9698,23.0036,22.201,18.7875,1.6265,1.8844,0.5446,7.8138,8.9654,4.6272,-11567794176.0,-12205597696,-14188639232,27.4069,28.4043,31.4852
1422.494,523.191,352.5846,0.7388,429.1358,0.9905,146022,0.7623,1.4839,0.8982,0.8202,0.0036,0.0024,0.6728,0.9983,123.5578,122.1742,114.7809,28.6747,22.563,26.1378,-0.9937,-0.3999,-0.218,3.8348,3.2121,2.6395,-22750343168.0,-21672732672,-19304228864,61.781,61.092,57.3966
1476.855,548.2127,358.0435,0.7573,441.3102,0.9893,154608,0.7532,1.5311,0.8813,0.805,0.0036,0.0023,0.648,0.9922,140.3079,145.715,120.8575,36.3946,31.4587,32.1839,-0.7738,-0.571,-0.2494,2.8307,2.4455,2.203,-32349526016.0,-34305236992,-23407439872,70.1557,72.8618,60.433
2297.6211,897.7186,496.3939,0.8332,663.8198,0.9896,349712,0.6365,1.8085,0.8238,0.7395,0.0026,0.0014,0.5468,0.9889,55.1005,60.7217,76.7728,17.4683,18.7819,18.9212,1.0853,2.133,0.1712,8.7273,12.8123,4.5997,-9602013184.0,-11886132224,-19155111936,27.5494,30.3596,38.3858
2552.9199,855.3557,526.3486,0.7882,665.9282,0.9701,359035,0.7715,1.6251,0.6716,0.7785,0.0025,0.0015,0.6061,0.985,68.5606,72.5102,82.9854,24.8896,23.4831,20.5361,1.3648,1.7528,0.0123,7.5607,8.4042,4.0524,-16359649280.0,-17962299392,-22930520064,34.2827,36.2575,41.4942
2395.4839,910.101,514.1874,0.8251,680.7307,0.9783,372012,0.7982,1.77,0.797,0.748,0.0025,0.0014,0.5595,0.9902,43.5877,53.1977,62.8324,16.707,19.3127,16.5566,2.0383,2.4124,0.7347,10.3539,11.5812,5.6042,-6328694784.0,-9729642496,-13031230464,21.7942,26.6002,31.4164
2314.436,923.5089,441.0663,0.8786,634.2866,0.9608,328868,0.6834,2.0938,0.7413,0.6868,0.0029,0.0014,0.4717,0.9877,43.954,51.3202,64.055,15.1091,20.2198,17.2545,2.2263,2.7274,0.9212,14.9436,14.1444,5.8064,-5405278720.0,-8023837696,-11861241856,21.9758,25.661,32.0275
2397.4419,819.9177,583.7723,0.7022,685.7928,0.9777,377795,0.7086,1.4045,0.8076,0.8364,0.0022,0.0016,0.6996,0.9826,120.7056,114.3796,102.3582,33.4997,28.2852,28.313,-0.5727,-0.3376,-0.1203,2.5379,2.8408,2.6517,-56750907392.0,-49469497344,-39437504512,60.3523,57.1905,51.1802
2402.864,834.9078,633.4919,0.6514,722.7205,0.9866,415823,0.7771,1.3179,0.8929,0.8656,0.002,0.0015,0.7493,0.9876,105.0153,99.1475,96.1266,28.645,26.3051,26.5175,-0.1288,0.145,-0.278,2.5458,2.8975,3.0089,-46236626944.0,-40532140032,-38086250496,52.5057,49.5741,48.063
2094.3931,740.3585,525.1052,0.7049,621.4768,0.9735,311603,0.7408,1.4099,0.869,0.8394,0.0024,0.0017,0.7046,0.9935,117.266,107.4074,113.243,34.7141,31.1396,29.4864,-0.4148,-0.0224,-0.1495,2.6207,2.1744,2.7457,-44281475072.0,-36354625536,-40067084288,58.6325,53.7043,56.6222
2464.8979,855.7032,681.0208,0.6055,759.5208,0.9948,455449,0.7757,1.2565,0.9371,0.8876,0.0019,0.0015,0.7878,0.9899,105.4471,97.967,91.6094,25.6708,21.4894,29.0892,-0.3463,0.3953,0.8042,3.2829,3.7184,4.4421,-50583461888.0,-42424696832,-39009394688,52.724,48.985,45.8063
2005.511,793.3969,445.7533,0.8273,593.2786,0.9913,278859,0.7839,1.7799,0.8637,0.7478,0.0029,0.0016,0.5592,0.9952,117.7032,103.6028,94.2876,33.1305,29.2903,29.0009,-0.5769,0.0615,-0.1997,2.7322,2.658,2.6684,-40280231936.0,-30446127104,-25137954816,58.8477,51.8017,47.1444
1691.033,623.2335,405.1581,0.7599,501.3662,0.9896,199490,0.7661,1.5382,0.8676,0.8045,0.0032,0.0021,0.6472,0.9955,116.3645,114.7443,95.8221,31.0909,29.8537,25.9092,-0.6566,-0.4045,-0.2286,2.5416,2.2942,2.5258,-27790407680.0,-26835095552,-18138062848,58.1833,57.3746,47.912
2280.439,835.3093,546.3404,0.7564,673.871,0.9889,360665,0.7884,1.5289,0.8618,0.8067,0.0023,0.0015,0.6508,0.995,69.6371,70.6731,82.4581,27.0443,23.8642,24.2816,0.466,1.2033,0.1496,3.7078,6.1275,2.6594,-17684740096.0,-17547194368,-23884163072,34.8182,35.3389,41.23
1440.493,559.0104,328.0878,0.8097,427.1433,0.9927,144347,0.8145,1.7038,0.8678,0.7641,0.0039,0.0023,0.5839,0.9948,149.4031,149.5811,124.0181,33.6113,27.8297,27.4547,-1.3671,-1.2109,-0.8987,4.1829,3.9848,3.19,-34094051328.0,-33536829440,-22595817472,74.7022,74.7908,62.0093
2350.4109,821.2114,645.8047,0.6177,725.2143,0.9917,416536,0.7485,1.2716,0.9396,0.8831,0.002,0.0016,0.7799,0.9917,88.371,90.0463,90.8947,24.8495,21.8226,27.3544,-0.0759,0.5432,0.8528,3.3222,4.7191,4.9055,-31950346240.0,-32516476928,-34531393536,44.1851,45.0251,45.4492
2434.855,883.4255,593.9301,0.7403,718.5711,0.9785,414464,0.7554,1.4874,0.8596,0.8134,0.0022,0.0015,0.6616,0.9841,111.5551,103.9368,103.3106,25.7257,25.292,27.7071,-0.2282,0.1005,0.1359,3.0335,3.0148,2.7115,-50904350720.0,-43872522240,-43966509056,55.7788,51.969,51.6558
2476.709,851.0314,684.578,0.5941,760.098,0.9909,457931,0.8015,1.2431,0.9296,0.8931,0.0019,0.0015,0.7977,0.9917,107.0736,102.9107,101.3278,30.3693,26.271,32.9843,-0.0157,0.5483,1.0759,3.5008,4.5735,5.445,-53771833344.0,-48395264000,-49153339392,53.536,51.4566,50.6654
2076.377,772.6867,496.8922,0.7658,601.2133,0.9376,302791,0.6678,1.555,0.8275,0.7781,0.0027,0.0018,0.6054,0.9414,131.5372,110.0375,98.7368,35.9101,32.7202,26.8108,-0.3169,0.2619,0.1848,2.4448,1.9926,2.7454,-52569182208.0,-36094210048,-27906873344,65.773,55.0201,49.3718
2223.6509,862.0129,464.774,0.8422,628.4474,0.9768,317572,0.6794,1.8547,0.7883,0.729,0.0028,0.0015,0.5315,0.9858,49.7398,61.9871,72.9668,17.4799,19.1072,18.5129,1.7472,2.5805,0.7022,10.081,13.0473,5.0061,-7047171584.0,-11157264384,-15409140736,24.8721,30.9974,36.4863
2354.0039,829.4393,613.8098,0.6726,709.2893,0.9819,402402,0.7501,1.3513,0.896,0.8551,0.0021,0.0016,0.7313,0.9882,101.2501,95.7184,95.422,26.4136,23.6659,23.4506,-0.299,0.1418,0.0505,2.8375,2.9273,3.0323,-40756084736.0,-35707604992,-35427557376,50.6289,47.8619,47.7146
2409.259,941.2642,509.9813,0.8405,692.2668,0.9852,382055,0.768,1.8457,0.8149,0.7355,0.0025,0.0014,0.5409,0.9983,53.6526,58.6775,66.6855,21.093,21.1398,19.0449,0.9572,2.3066,0.7969,5.8969,11.4115,4.8959,-10489750528.0,-12495067136,-15629351936,26.8268,29.3402,33.3437
2140.4629,713.5881,578.9772,0.5845,628.6014,0.9514,326194,0.6916,1.2325,0.8512,0.8809,0.0023,0.0019,0.776,0.9564,124.6178,123.3342,113.1726,39.0969,34.14,27.5885,-0.1037,-0.0575,-0.2225,2.031,2.1492,2.7002,-52484222976.0,-50013466624,-40520695808,62.3092,61.6679,56.587
1172.512,430.8867,292.512,0.7343,354.8622,0.9893,99970,0.7751,1.4731,0.904,0.8236,0.0044,0.003,0.6783,0.9991,113.6538,111.8168,103.9329,34.0955,28.846,27.7873,-0.4491,-0.1454,-0.0011,2.5036,2.1761,2.4585,-13511262208.0,-12684662784,-10858406912,56.8117,55.9049,51.9636
2472.636,905.2772,583.0439,0.765,722.842,0.9844,416888,0.6911,1.5527,0.8435,0.7985,0.0022,0.0014,0.6376,0.9899,109.5143,104.5553,109.3033,25.7795,25.3876,25.9748,-0.2114,0.1566,-0.0396,2.893,2.7311,2.9092,-49588367360.0,-44971524096,-49449148416,54.7582,52.2786,54.6518
1404.488,516.3408,344.0673,0.7456,420.3405,0.9906,140090,0.7613,1.5007,0.884,0.8141,0.0037,0.0025,0.6627,0.9945,127.2342,128.8756,108.2445,31.9082,23.6834,24.2242,-1.127,-1.184,-0.462,3.5441,5.0311,2.8754,-23532441600.0,-23373099008,-16232477696,63.6097,64.4325,54.1157
2170.3101,756.3358,603.8934,0.6021,673.2766,0.9942,358086,0.7885,1.2524,0.9498,0.8902,0.0021,0.0017,0.7924,0.9925,97.0639,97.1161,89.7092,27.4554,18.6643,24.1319,-0.0673,0.4954,0.8883,2.4051,3.7038,5.0788,-33941866496.0,-32242589696,-28275976192,48.5301,48.5587,44.8548
1761.806,622.2163,446.4828,0.6965,516.0938,0.9492,220381,0.7232,1.3936,0.8469,0.8294,0.003,0.0021,0.688,0.9588,120.8927,109.6777,98.3946,42.4422,42.4283,36.8861,-0.196,0.0869,0.0491,1.93,1.7605,1.9435,-34028632064.0,-28301264896,-22044409856,60.4424,54.8385,49.1975
2516.8679,845.5637,697.9985,0.5644,767.2538,0.9819,470882,0.7725,1.2114,0.9172,0.9074,0.0018,0.0015,0.8234,0.9974,84.8245,90.6004,79.6759,33.6708,29.2866,28.7611,0.3256,0.6882,1.2136,3.5119,4.9081,7.6895,-35777949696.0,-39001317376,-30265178112,42.4112,45.3011,39.8381
2156.5811,786.681,535.171,0.7329,646.1495,0.9884,331747,0.8086,1.47,0.886,0.8214,0.0024,0.0016,0.6746,0.9917,73.4656,61.3158,87.0085,29.3287,22.0776,29.637,0.4087,1.1167,0.2499,2.3905,6.2663,2.4809,-18492993536.0,-11971893248,-25614567424,36.7302,30.6568,43.503
1445.1949,542.8766,344.2591,0.7732,431.7404,0.989,148022,0.7767,1.5769,0.8808,0.7953,0.0037,0.0024,0.6325,0.9974,109.2434,100.7923,102.5657,31.3831,28.4991,28.1038,-0.2811,-0.1478,0.0585,2.4363,2.8043,2.768,-18173194240.0,-15167342592,-15677341696,54.6219,50.3978,51.2863
1524.984,583.8958,345.9882,0.8055,448.5616,0.9873,160056,0.7571,1.6876,0.8539,0.7682,0.0037,0.0022,0.5902,0.996,82.5868,83.1525,71.8996,26.2801,22.8516,23.3565,0.0021,0.3595,0.8054,2.2752,2.9607,3.7498,-10801320960.0,-10640450560,-7991440384,41.2964,41.5789,35.9537
2389.9141,836.486,655.8799,0.6206,737.178,0.9939,429451,0.7446,1.2754,0.939,0.8813,0.002,0.0015,0.7767,0.9905,102.8502,93.5002,75.3912,29.3144,22.6292,26.3304,-0.214,0.6156,1.9011,3.0284,5.0996,9.1839,-46304841728.0,-36515041280,-24513165312,51.4239,46.7486,37.6928
1766.642,637.0115,460.6281,0.6907,539.8749,0.9912,230947,0.7393,1.3829,0.9217,0.8475,0.0028,0.002,0.7183,0.9933,93.7598,85.2916,84.1497,38.5501,36.968,31.569,0.0312,0.5294,0.2952,2.3654,2.4302,2.2729,-22362648576.0,-18554675200,-17082385408,46.8753,42.6419,42.0723
2340.7871,788.3764,678.8032,0.5086,730.7647,0.996,421118,0.7754,1.1614,0.9619,0.9269,0.0019,0.0016,0.8592,0.9979,83.7336,92.295,89.7007,25.697,22.8663,26.4191,0.1033,0.6939,0.4477,3.6552,5.6967,4.3216,-29314736128.0,-34990325760,-33869219840,41.8666,46.1483,44.8515
2147.4031,782.5893,461.9426,0.8072,597.2996,0.9705,288731,0.6598,1.6941,0.7636,0.7632,0.0028,0.0016,0.5825,0.9869,109.421,106.2651,113.7327,30.2826,27.0804,22.4421,0.0047,0.0146,-0.4002,2.5357,2.961,3.908,-34678784000.0,-32055199744,-36063547392,54.7112,53.135,56.8675
2215.4141,803.9762,526.0378,0.7562,645.0797,0.9737,335637,0.7006,1.5284,0.8368,0.8024,0.0025,0.0016,0.6438,0.9839,109.164,95.5276,102.889,37.6308,31.6378,24.9692,0.1829,0.4153,0.3163,2.2132,2.6054,2.9111,-42285379584.0,-31176609792,-34567692288,54.5881,47.7678,51.45
2282.0659,872.7985,490.8819,0.8268,652.9631,0.9816,341131,0.7844,1.778,0.808,0.7481,0.0026,0.0015,0.5597,0.9951,50.2657,54.4627,59.4627,22.9509,21.0088,20.3624,0.8557,1.616,0.8394,4.6889,9.3431,5.8903,-8566327296.0,-9606523904,-11240666112,25.1295,27.2318,29.7309
2184.9109,842.4735,453.8198,0.8425,616.7601,0.9871,302671,0.8112,1.8564,0.7864,0.7321,0.0028,0.0015,0.5359,0.9949,52.6983,60.6077,79.1962,19.5668,20.9859,20.1446,1.8129,2.1149,0.479,11.801,10.4741,4.0698,-7861085184.0,-10529727488,-17813413888,26.3517,30.3071,39.6009
1426.858,535.9053,345.1051,0.7651,429.6369,0.9922,146121,0.7083,1.5529,0.8948,0.8017,0.0037,0.0024,0.6427,0.9981,90.1562,85.9035,106.8337,35.7263,31.4692,29.6485,-0.3462,-0.1857,-0.4011,1.9947,2.2828,2.5963,-12801163264.0,-11223094272,-17017174016,45.0746,42.9508,53.4155
2237.895,812.6631,491.8975,0.796,628.4079,0.9741,318384,0.6735,1.6521,0.7782,0.7733,0.0026,0.0016,0.5979,0.9879,53.8908,62.5963,74.1868,24.1558,23.4312,22.9483,1.4701,1.4692,0.3363,6.8713,6.5011,3.4063,-9219829760.0,-12018157568,-16602292224,26.9454,31.2998,37.0948
2247.1541,868.6652,498.7621,0.8187,656.9008,0.9877,343124,0.7934,1.7416,0.8434,0.7562,0.0026,0.0015,0.5719,0.996,57.2278,60.5528,67.6515,25.6349,22.3276,21.2683,1.3534,1.6601,0.7353,5.8509,7.4769,4.2094,-11514983424.0,-12141736960,-14840925184,28.6162,30.2787,33.8276
2365.0149,849.6564,591.2424,0.7182,702.9096,0.9818,395251,0.7473,1.4371,0.8718,0.8273,0.0022,0.0015,0.6844,0.9835,127.8356,119.85,119.8515,27.7732,25.1158,30.6998,-0.4633,-0.1144,-0.6118,3.173,3.1216,2.8071,-65295208448.0,-56424321024,-57904549888,63.915,59.9245,59.924
2106.093,713.1732,554.9265,0.6281,624.7197,0.9756,314191,0.7606,1.2852,0.8684,0.876,0.0023,0.0018,0.7673,0.9861,96.3711,78.674,90.4509,28.6973,25.0892,24.9948,0.0719,0.6311,0.3455,2.8456,3.3076,3.5279,-29065297920.0,-18844188672,-24898062336,48.1872,39.3382,45.2272
2424.6331,914.5834,494.2882,0.8414,669.0632,0.9741,360946,0.751,1.8503,0.7515,0.7315,0.0026,0.0014,0.5352,0.9902,91.7814,84.0416,85.2427,29.1557,23.5145,25.2907,-0.0599,1.1764,0.3414,3.5714,6.0995,3.0743,-30345447424.0,-24345434112,-25393334272,45.8912,42.0216,42.6223
2644.2271,935.4223,666.793,0.7013,786.0698,0.9841,493152,0.8093,1.4029,0.8722,0.8403,0.0019,0.0014,0.7062,0.9907,122.7899,113.9506,107.9263,33.2616,29.37,24.6643,-0.4038,-0.3943,0.0622,2.166,2.3405,2.713,-77117865984.0,-64867557376,-56572960768,61.399,56.9773,53.9667
1848.2061,683.0206,445.617,0.7579,549.3503,0.9836,240962,0.6962,1.5328,0.872,0.8043,0.0029,0.0019,0.6469,0.9915,119.258,100.7336,111.8928,29.0962,22.3745,25.6994,-0.2002,0.0595,-0.1834,2.6261,2.7492,2.4634,-34744070144.0,-23636111360,-29937166336,59.6256,50.3632,55.9445
1708.429,642.4437,416.5172,0.7614,515.9791,0.9918,210832,0.7706,1.5424,0.9003,0.8032,0.0031,0.002,0.6451,0.9949,93.1083,90.3245,83.9739,34.0988,31.5603,25.9629,0.2538,0.4462,0.2409,2.1187,2.3127,2.443,-19374133248.0,-17878642688,-14739041280,46.5526,45.1629,41.9887
2425.3091,907.0522,520.784,0.8188,685.9506,0.9777,377965,0.7579,1.7417,0.7895,0.7562,0.0025,0.0014,0.5719,0.9961,57.3441,64.9994,79.6146,19.7735,22.4423,22.3683,0.5711,1.514,-0.1526,5.1509,8.6022,3.3219,-11451468800.0,-15191005184,-22665852928,28.6713,32.4982,39.806
1875.272,708.0372,431.308,0.793,552.1304,0.9881,242306,0.7436,1.6416,0.8556,0.7798,0.003,0.0018,0.6081,0.9983,95.8518,84.2159,84.4119,24.2664,22.7581,20.4598,-0.4066,0.3927,-0.1435,3.1437,3.4499,3.8469,-21768355840.0,-16532210688,-16318384128,47.9233,42.1094,42.2071
1836.3361,698.2211,425.5484,0.7928,530.8254,0.9553,231671,0.7183,1.6408,0.8247,0.7603,0.0032,0.0019,0.578,0.9483,88.8299,84.4101,81.4923,31.7818,30.8017,26.6197,0.2671,0.8955,0.6984,2.6661,3.1736,3.2167,-18348386304.0,-16514717696,-14801415168,44.4139,42.2057,40.7459
2300.667,856.532,500.6767,0.8114,651.3671,0.9812,339597,0.6937,1.7107,0.7911,0.7605,0.0026,0.0015,0.5783,0.9894,40.5219,50.1715,58.714,19.6409,21.7024,20.2501,1.9354,2.4784,0.9757,10.1762,11.9589,4.6673,-5439325184.0,-8345632256,-10900799488,20.2619,25.0872,29.3583
2413.0229,902.8517,498.4926,0.8338,666.2322,0.9357,372583,0.6711,1.8112,0.7524,0.7379,0.0026,0.0014,0.5445,0.9862,51.4786,59.0049,67.6252,21.0192,21.9649,20.6823,1.0747,2.1418,0.4083,6.0659,10.6474,3.9277,-8984484864.0,-11838383104,-15144782848,25.743,29.5071,33.8162
1865.2419,664.2224,475.3474,0.6985,560.2922,0.9865,249939,0.7367,1.3973,0.8906,0.8435,0.0027,0.0019,0.7115,0.9943,136.5562,131.0401,125.8078,37.7801,34.99,30.7168,-0.4969,-0.0506,-0.2251,2.5611,1.766,1.9373,-49681387520.0,-45122826240,-40668385280,68.2776,65.5212,62.9048
1396.4659,515.7888,346.9041,0.74,422.6168,0.9889,141850,0.7916,1.4868,0.9039,0.8194,0.0037,0.0025,0.6714,0.9982,67.6805,67.6815,80.916,20.7385,20.7076,23.7326,0.1936,0.7228,0.2103,3.1327,5.3155,3.3467,-6105571840.0,-6109187072,-9001221120,33.8296,33.833,40.4505
2120.0061,757.7748,517.7811,0.7301,625.2839,0.9861,311412,0.7108,1.4635,0.8586,0.8252,0.0025,0.0017,0.6809,0.9965,44.1403,53.2524,64.1334,18.1975,20.3986,19.8575,1.0291,2.1089,0.6466,5.8204,11.3433,4.5862,-5624521216.0,-8368526336,-11890652160,22.0716,26.6284,32.0685
1933.101,729.5468,458.4311,0.7779,576.562,0.9909,263485,0.7887,1.5914,0.878,0.7903,0.0028,0.0018,0.6246,0.994,148.7853,146.4621,135.269,30.4926,22.2659,21.0393,-0.9532,-0.231,-0.2944,3.704,2.4169,2.4991,-60942561280.0,-57532338176,-48362651648,74.3909,73.2306,67.6339
2414.2571,820.7172,676.4396,0.5663,740.4481,0.99,434954,0.8044,1.2133,0.9284,0.9022,0.0019,0.0016,0.814,0.9876,83.509,82.7312,81.9272,29.2662,25.9976,27.2275,0.3548,0.9916,0.8078,4.2457,6.1684,6.0399,-30948990976.0,-29509744640,-29269237760,41.7554,41.3671,40.9646
2447.01,866.6195,658.6447,0.6499,754.9042,0.9963,449241,0.7814,1.3158,0.9393,0.8711,0.0019,0.0015,0.7588,0.9984,84.8998,90.3708,88.7522,28.6618,26.5163,31.6164,1.0535,1.5014,1.4714,8.0106,9.0223,7.9004,-33074477056.0,-36769726464,-37091205120,42.4482,45.1855,44.3745
2625.2109,904.7755,672.9673,0.6684,774.6313,0.9795,481134,0.7397,1.3445,0.8593,0.8562,0.0019,0.0014,0.733,0.9855,115.9398,108.9682,120.3195,29.0129,24.5821,26.4703,-0.0573,0.3474,-0.4131,2.5677,3.0651,2.9165,-65167175680.0,-56037584896,-69488435200,57.9696,54.4845,60.1599
2195.106,792.2873,546.0946,0.7245,656.6643,0.9893,342339,0.7525,1.4508,0.8832,0.8288,0.0023,0.0016,0.6869,0.9966,97.3855,86.1272,105.7102,37.6634,33.6702,29.3294,0.5578,0.5537,-0.2319,2.3073,2.3239,2.4766,-35296911360.0,-26996934656,-38844313600,48.6958,43.0669,52.8579
2396.55,865.903,637.2376,0.6771,740.0791,0.9974,431277,0.7671,1.3588,0.9412,0.8547,0.002,0.0015,0.7305,0.9926,101.5693,96.8451,87.0888,29.0784,21.2616,27.9579,0.0639,1.6017,1.9217,3.6764,8.8878,9.4488,-45451513856.0,-39298019328,-33261930496,50.7833,48.4226,43.5443
1905.2841,732.446,439.0812,0.8004,565.2571,0.9908,253287,0.7651,1.6681,0.8687,0.7717,0.0029,0.0017,0.5956,0.9935,101.7774,90.236,91.2608,34.7262,32.0575,27.5444,0.0493,0.5427,0.3955,2.0402,2.2685,2.3673,-27729352704.0,-21518141440,-21166172160,50.8887,45.116,45.6296
2494.425,865.7357,696.8496,0.5934,775.5085,0.9942,475092,0.7764,1.2424,0.954,0.8958,0.0018,0.0015,0.8024,0.9969,91.7512,92.1754,96.0799,24.9034,21.6429,25.4695,-0.0924,1.1835,0.4934,4.2789,7.661,4.5899,-39445569536.0,-39003508736,-43541778432,45.8754,46.0882,48.0403
2196.3879,836.8861,501.7307,0.8004,643.6174,0.9734,334237,0.7034,1.668,0.8475,0.7691,0.0026,0.0015,0.5915,0.9865,118.5651,98.3212,100.9612,27.1952,24.9412,27.7748,0.0455,0.022,0.1432,2.7788,2.8082,2.9054,-46697398272.0,-31320088576,-33674153984,59.2812,49.1595,50.4795
1792.785,677.1498,416.9406,0.788,514.2463,0.9484,219006,0.7689,1.6241,0.8121,0.7594,0.0033,0.002,0.5767,0.9367,145.4176,140.5934,124.4999,40.5422,38.8919,40.2708,-0.9072,-0.6832,-0.5483,2.9171,2.4375,2.1652,-48090140672.0,-44608540672,-35265921024,72.7093,70.2954,62.2473
2100.0061,808.4828,446.3885,0.8338,599.4859,0.9853,286469,0.7899,1.8112,0.8043,0.7415,0.0029,0.0016,0.5498,0.9958,51.4121,65.6768,77.9991,24.9009,22.3671,20.8414,2.5114,2.0283,0.5926,11.1589,8.3861,3.535,-7879576064.0,-11844771840,-16408154112,25.7076,32.8417,39.0018
2534.9299,964.1249,506.2896,0.851,692.6226,0.9753,386301,0.6188,1.9043,0.7368,0.7184,0.0026,0.0013,0.5161,0.9828,62.2751,62.0958,71.861,23.0209,20.3069,22.2886,0.2386,1.6223,0.1024,3.6145,10.1526,3.2472,-14320820224.0,-13781369856,-18790600704,31.1402,31.0516,35.933
2714.948,916.3737,766.4536,0.5481,833.8279,0.9882,552598,0.771,1.1956,0.931,0.9099,0.0017,0.0014,0.828,0.9899,129.2436,119.8232,111.302,30.9497,25.0161,29.2699,-0.7543,-0.2394,0.3154,3.464,3.7416,4.812,-95262416896.0,-79321833472,-69569445888,64.6188,59.9127,55.6509
2349.7009,845.816,509.6266,0.7981,651.9747,0.9596,347911,0.6887,1.6597,0.7599,0.7708,0.0025,0.0015,0.5942,0.9861,45.3469,55.9499,58.5854,18.6113,19.4157,18.6577,1.9652,2.6113,1.4041,9.5319,13.3002,6.9494,-6509081088.0,-9857384448,-10647819264,22.6722,27.9749,29.2928
2354.084,832.2401,643.96,0.6335,730.8849,0.996,421223,0.7783,1.2924,0.9514,0.8782,0.002,0.0015,0.7713,0.9968,81.8459,79.6398,73.8822,22.055,21.5986,28.0237,1.0937,2.2148,2.3863,11.0258,14.3096,12.1473,-27190106112.0,-25653710848,-23670239232,40.9196,39.8173,36.9392
2253.7971,790.249,567.2316,0.6963,666.4749,0.9845,354356,0.707,1.3932,0.8631,0.8434,0.0023,0.0016,0.7113,0.9909,125.6091,117.9048,109.6124,29.8839,29.8776,34.7536,-0.0358,0.1702,-0.0208,2.7523,2.6724,2.4383,-57141846016.0,-50171002880,-44577566720,62.8075,58.9549,54.8084
1429.6121,551.2555,331.1201,0.7995,426.0659,0.9896,144067,0.7905,1.6648,0.8766,0.7729,0.0039,0.0023,0.5974,0.9945,122.5967,127.4633,116.8129,36.1958,34.146,30.5776,-0.5307,-0.7168,-0.6998,2.3883,2.3417,2.7115,-22939207680.0,-24542578688,-20170919936,61.2985,63.7344,58.4079
1628.151,615.6091,385.9771,0.779,486.9528,0.9896,188192,0.6839,1.5949,0.8828,0.791,0.0033,0.0021,0.6257,0.9979,107.021,100.7121,108.8448,31.1978,25.5311,24.9414,-0.312,0.1155,0.1071,2.4252,2.5213,2.5376,-22155165696.0,-18908143616,-22129031168,53.5082,50.3549,54.42
2480.5339,991.6502,505.0957,0.8606,705.5402,0.9847,397037,0.6254,1.9633,0.7985,0.7115,0.0025,0.0013,0.5062,0.9938,57.091,61.1805,71.6292,25.3777,22.5469,18.4398,2.2459,2.0173,0.3582,10.4281,9.1581,4.6065,-13213769728.0,-14342359040,-18672896000,28.5434,30.5893,35.8131
2213.5681,758.2262,614.7969,0.5853,679.8426,0.9899,366699,0.757,1.2333,0.931,0.8966,0.0021,0.0017,0.8039,0.9915,113.116,109.7912,106.7992,25.5897,23.8326,22.6492,-0.4213,-0.2354,-0.2696,2.6258,3.026,3.2979,-46863405056.0,-43662589952,-40965390336,56.5582,54.898,53.4013
2412.6431,885.6038,489.3434,0.8335,656.1688,0.966,350043,0.6469,1.8098,0.73,0.7409,0.0026,0.0014,0.549,0.9935,52.2396,57.8312,72.9717,21.1315,20.9682,19.5904,2.1524,2.2116,0.4796,11.4125,10.8061,4.0795,-9007709184.0,-10887040000,-16958703616,26.1204,28.9183,36.4883
